Molecule;Target;ATC;Action;pCHEMBL
agomelatine;Serotonin 5-ht2b receptor;N06AX22;antagonist;6.594998
amisulpride;Serotonin 5-ht2b receptor;N05AL05;NA;7.886057
apomorphine;Serotonin 5-ht2b receptor;G04BE07. N04BC07;agonist;6.889993
aripiprazole;Serotonin 5-ht2b receptor;N05AX12;NA;9.443697
brexpiprazole;Serotonin 5-ht2b receptor;N05AX16;NA;8.721246
bromocriptine;Serotonin 5-ht2b receptor;N04BC01. G02CB01;partial agonist;7.274957
buspirone;Serotonin 5-ht2b receptor;N05BE01;NA;6.670013
cabergoline;Serotonin 5-ht2b receptor;N04BC06. G02CB03;agonist;8.914987
cariprazine;Serotonin 5-ht2b receptor;N05AX15;antagonist;9.236572
celecoxib;Serotonin 5-ht2b receptor;L01XX33. M01AH01;NA;5.000000
cisapride;Serotonin 5-ht2b receptor;A03FA02;NA;7.205512
clozapine;Serotonin 5-ht2b receptor;N05AH02;antagonist;8.272752
cyproheptadine;Serotonin 5-ht2b receptor;R06AX02;NA;8.812479
dexfenfluramine;Serotonin 5-ht2b receptor;A08AA04;NA;5.332852
diclofenac;Serotonin 5-ht2b receptor;D11AX18. M01AB05. M02AA15. S01BC03;NA;5.000000
duloxetine;Serotonin 5-ht2b receptor;N06AX21;NA;5.677781
ergotamine;Serotonin 5-ht2b receptor;N02CA02;partial agonist;8.531560
etoricoxib;Serotonin 5-ht2b receptor;M01AH05;NA;5.000000
fenfluramine;Serotonin 5-ht2b receptor;A08AA02;agonist;5.505601
fluoxetine;Serotonin 5-ht2b receptor;N06AB03;antagonist;5.222967
haloperidol;Serotonin 5-ht2b receptor;N05AD01;antagonist;6.045246
ibuprofen;Serotonin 5-ht2b receptor;C01EB16. G02CC01. M01AE01. M02AA13. R02AX02;NA;5.000000
isoflurane;Serotonin 5-ht2b receptor;N01AB06;NA;5.109020
ketamine;Serotonin 5-ht2b receptor;N01AX03;antagonist;5.000000
ketorolac;Serotonin 5-ht2b receptor;M01AB15. S01BC05;NA;5.000000
lorcaserin;Serotonin 5-ht2b receptor;A08AA11;agonist;6.387488
lysergic acid diethylamide;Serotonin 5-ht2b receptor;N06BA-i;agonist;8.487558
melatonin;Serotonin 5-ht2b receptor;N05CH01;antagonist;5.159136
meloxicam;Serotonin 5-ht2b receptor;M01AC06;NA;5.000000
memantine;Serotonin 5-ht2b receptor;N06DX01;NA;5.000000
mephedrone;Serotonin 5-ht2b receptor;N06BA-h;NA;6.131356
metamfetamine;Serotonin 5-ht2b receptor;N06BA-l;NA;5.000000
methylergometrine;Serotonin 5-ht2b receptor;G02AB01;partial agonist;9.076630
methylphenidate;Serotonin 5-ht2b receptor;N06BA04;NA;5.000000
methysergide;Serotonin 5-ht2b receptor;N02CA04;antagonist;8.578658
mianserin;Serotonin 5-ht2b receptor;N06AX03;antagonist;8.224928
mitragynine;Serotonin 5-ht2b receptor;N02AX-a;NA;5.943847
naproxen;Serotonin 5-ht2b receptor;M01AE02. M02AA12. G02CC02;NA;5.000000
nefopam;Serotonin 5-ht2b receptor;N02BG06;NA;6.481486
nimesulide;Serotonin 5-ht2b receptor;M01AX17. M02AA26;NA;5.000000
olanzapine;Serotonin 5-ht2b receptor;N05AH03;NA;7.924468
ondansetron;Serotonin 5-ht2b receptor;A04AA01;NA;6.913640
oxymetazoline;Serotonin 5-ht2b receptor;R01AA05. R01AB07. S01GA04;NA;6.830002
parecoxib;Serotonin 5-ht2b receptor;M01AH04;NA;5.000000
paroxetine;Serotonin 5-ht2b receptor;N06AB05;NA;5.000000
pergolide;Serotonin 5-ht2b receptor;N04BC02;agonist;7.972475
phentermine;Serotonin 5-ht2b receptor;A08AA01;NA;5.000000
pindolol;Serotonin 5-ht2b receptor;C07AA03;agonist;5.679965
pipamperone;Serotonin 5-ht2b receptor;N05AD05;NA;7.324222
piribedil;Serotonin 5-ht2b receptor;N04BC08;antagonist;5.909992
piroxicam;Serotonin 5-ht2b receptor;M01AC01. M02AA07. S01BC06;NA;5.000000
pramipexole;Serotonin 5-ht2b receptor;N04BC05;NA;5.000000
propofol;Serotonin 5-ht2b receptor;N01AX10;NA;6.022276
prucalopride;Serotonin 5-ht2b receptor;A06AX05;NA;5.000000
psylocibine;Serotonin 5-ht2b receptor;N06BA-d;NA;7.005683
risperidone;Serotonin 5-ht2b receptor;N05AX08;NA;7.300790
rofecoxib;Serotonin 5-ht2b receptor;M01AH02;NA;5.000000
ropinirole;Serotonin 5-ht2b receptor;N04BC04;NA;5.420000
serotonin;Serotonin 5-ht2b receptor;N06AB-a;NA;8.368967
sibutramine;Serotonin 5-ht2b receptor;A08AA10;NA;5.000000
sumatriptan;Serotonin 5-ht2b receptor;N02CC01;NA;5.000000
talipexole;Serotonin 5-ht2b receptor;N04BX-a;NA;5.000000
tegaserod;Serotonin 5-ht2b receptor;A06AX06;antagonist;8.400000
tianeptine;Serotonin 5-ht2b receptor;N06AX14;NA;5.000000
trazodone;Serotonin 5-ht2b receptor;N06AX05;antagonist;7.037974
valdecoxib;Serotonin 5-ht2b receptor;M01AH03;NA;5.735654
venlafaxine;Serotonin 5-ht2b receptor;N06AX16;NA;5.000000
yohimbine;Serotonin 5-ht2b receptor;G04BE04;antagonist;7.409898
ziprasidone;Serotonin 5-ht2b receptor;N05AE04;NA;7.564952
agomelatine;Serotonin 5-ht2c receptor;N06AX22;antagonist;6.162462
amisulpride;Serotonin 5-ht2c receptor;N05AL05;NA;5.000000
amitriptyline;Serotonin 5-ht2c receptor;N06AA09;antagonist;8.397940
apomorphine;Serotonin 5-ht2c receptor;G04BE07. N04BC07;agonist;6.994998
aripiprazole;Serotonin 5-ht2c receptor;N05AX12;partial agonist;7.667867
atomoxetine;Serotonin 5-ht2c receptor;N06BA09;NA;6.000000
bromocriptine;Serotonin 5-ht2c receptor;N04BC01. G02CB01;partial agonist;6.114982
bupropion;Serotonin 5-ht2c receptor;N06AX12;NA;5.000000
buspirone;Serotonin 5-ht2c receptor;N05BE01;NA;6.310008
cabergoline;Serotonin 5-ht2c receptor;N04BC06. G02CB03;agonist;6.179968
cariprazine;Serotonin 5-ht2c receptor;N05AX15;NA;6.872895
chlorpromazine;Serotonin 5-ht2c receptor;N05AA01;antagonist;7.898365
cisapride;Serotonin 5-ht2c receptor;A03FA02;NA;6.294136
citalopram;Serotonin 5-ht2c receptor;N06AB04;NA;6.277877
clomipramine;Serotonin 5-ht2c receptor;N06AA04;antagonist;7.189767
clozapine;Serotonin 5-ht2c receptor;N05AH02;antagonist;8.010327
cyamemazine;Serotonin 5-ht2c receptor;N05AA06;antagonist;7.910403
cyproheptadine;Serotonin 5-ht2c receptor;R06AX02;antagonist;8.651695
desipramine;Serotonin 5-ht2c receptor;N06AA01;NA;6.126098
dexfenfluramine;Serotonin 5-ht2c receptor;A08AA04;agonist;5.765356
duloxetine;Serotonin 5-ht2c receptor;N06AX21;antagonist;6.019022
ergotamine;Serotonin 5-ht2c receptor;N02CA02;agonist;8.527040
escitalopram;Serotonin 5-ht2c receptor;N06AB10;NA;5.596708
fluoxetine;Serotonin 5-ht2c receptor;N06AB03;antagonist;6.929752
fluphenazine;Serotonin 5-ht2c receptor;N05AB02;NA;6.044808
haloperidol;Serotonin 5-ht2c receptor;N05AD01;NA;5.303184
iloperidone;Serotonin 5-ht2c receptor;N05AX14;NA;7.255551
imipramine;Serotonin 5-ht2c receptor;N06AA02;antagonist;6.920819
lorcaserin;Serotonin 5-ht2c receptor;A08AA11;agonist;7.906952
loxapine;Serotonin 5-ht2c receptor;N05AH01;antagonist;7.897134
lysergic acid diethylamide;Serotonin 5-ht2c receptor;N06BA-i;NA;8.109649
melatonin;Serotonin 5-ht2c receptor;N05CH01;NA;5.000000
melperone;Serotonin 5-ht2c receptor;N05AD03;NA;5.677781
memantine;Serotonin 5-ht2c receptor;N06DX01;NA;5.000000
mesoridazine;Serotonin 5-ht2c receptor;N05AC03;antagonist;6.593800
methylergometrine;Serotonin 5-ht2c receptor;G02AB01;agonist;8.319976
methysergide;Serotonin 5-ht2c receptor;N02CA04;antagonist;8.783013
mianserin;Serotonin 5-ht2c receptor;N06AX03;antagonist;8.631933
mirtazapine;Serotonin 5-ht2c receptor;N06AX11;antagonist;7.403968
mitragynine;Serotonin 5-ht2c receptor;N02AX-a;NA;5.000000
molindone;Serotonin 5-ht2c receptor;N05AE02;NA;5.000000
nefazodone;Serotonin 5-ht2c receptor;N06AX06;antagonist;7.142668
nefopam;Serotonin 5-ht2c receptor;N02BG06;NA;7.251812
olanzapine;Serotonin 5-ht2c receptor;N05AH03;antagonist;7.949234
oxymetazoline;Serotonin 5-ht2c receptor;R01AA05. R01AB07. S01GA04;agonist;6.730016
paroxetine;Serotonin 5-ht2c receptor;N06AB05;NA;5.000000
penfluridol;Serotonin 5-ht2c receptor;N05AG03;NA;5.682146
pergolide;Serotonin 5-ht2c receptor;N04BC02;agonist;6.514983
perphenazine;Serotonin 5-ht2c receptor;N05AB03;antagonist;6.889705
pimozide;Serotonin 5-ht2c receptor;N05AG02;NA;5.916599
pindolol;Serotonin 5-ht2c receptor;C07AA03;NA;5.000000
pipamperone;Serotonin 5-ht2c receptor;N05AD05;NA;6.643974
piribedil;Serotonin 5-ht2c receptor;N04BC08;NA;5.000000
pramipexole;Serotonin 5-ht2c receptor;N04BC05;NA;5.000000
prochlorperazine;Serotonin 5-ht2c receptor;N05AB04;NA;6.913640
prucalopride;Serotonin 5-ht2c receptor;A06AX05;NA;5.000000
quetiapine;Serotonin 5-ht2c receptor;N05AH04;antagonist;5.739980
reboxetine;Serotonin 5-ht2c receptor;N06AX18;NA;6.340084
risperidone;Serotonin 5-ht2c receptor;N05AX08;antagonist;7.631031
ropinirole;Serotonin 5-ht2c receptor;N04BC04;NA;5.000000
serotonin;Serotonin 5-ht2c receptor;N06AB-a;NA;7.869206
sertindole;Serotonin 5-ht2c receptor;N05AE03;antagonist;9.099451
sertindole;Serotonin 5-ht2c receptor;N05AE03;antagonist;8.623969
sertraline;Serotonin 5-ht2c receptor;N06AB06;NA;6.000000
sibutramine;Serotonin 5-ht2c receptor;A08AA10;NA;5.000000
sumatriptan;Serotonin 5-ht2c receptor;N02CC01;NA;5.000000
talipexole;Serotonin 5-ht2c receptor;N04BX-a;NA;5.000000
thioridazine;Serotonin 5-ht2c receptor;N05AC02;antagonist;7.326113
tianeptine;Serotonin 5-ht2c receptor;N06AX14;NA;5.000000
tiotixene;Serotonin 5-ht2c receptor;N05AF04;NA;5.868117
trazodone;Serotonin 5-ht2c receptor;N06AX05;agonist;6.814713
trifluoperazine;Serotonin 5-ht2c receptor;N05AB06;antagonist;6.411244
venlafaxine;Serotonin 5-ht2c receptor;N06AX16;NA;5.337650
yohimbine;Serotonin 5-ht2c receptor;G04BE04;antagonist;5.477226
ziprasidone;Serotonin 5-ht2c receptor;N05AE04;antagonist;8.688447
zotepine;Serotonin 5-ht2c receptor;N05AX11;antagonist;8.547263
acetylsalicylic acid;Serotonin 5-ht3a receptor;A01AD05. B01AC06. N02BA01;NA;5.000000
alosetron;Serotonin 5-ht3a receptor;A03AE01;antagonist;9.339660
amisulpride;Serotonin 5-ht3a receptor;N05AL05;NA;5.000000
aripiprazole;Serotonin 5-ht3a receptor;N05AX12;antagonist;6.201020
bromperidol;Serotonin 5-ht3a receptor;N05AD06;NA;5.430000
celecoxib;Serotonin 5-ht3a receptor;L01XX33. M01AH01;NA;5.000000
chlorpromazine;Serotonin 5-ht3a receptor;N05AA01;NA;6.059847
chlorprothixene;Serotonin 5-ht3a receptor;N05AF03;NA;6.400000
clozapine;Serotonin 5-ht3a receptor;N05AH02;antagonist;6.849927
cocaine;Serotonin 5-ht3a receptor;N01BC01. R02AD03. S01HA01. S02DA02;antagonist;5.247857
cocaine;Serotonin 5-ht3a receptor;N01BC01. R02AD03. S01HA01. S02DA02;NA;5.307814
cyamemazine;Serotonin 5-ht3a receptor;N05AA06;NA;5.531210
diclofenac;Serotonin 5-ht3a receptor;D11AX18. M01AB05. M02AA15. S01BC03;NA;5.000000
dopamine;Serotonin 5-ht3a receptor;C01CA04;NA;5.000000
ephedrine;Serotonin 5-ht3a receptor;C01CA26. R01AA03. R01AB05. R03CA02. S01FB02;NA;5.000000
ergotamine;Serotonin 5-ht3a receptor;N02CA02;NA;5.000000
etoricoxib;Serotonin 5-ht3a receptor;M01AH05;NA;5.000000
fenfluramine;Serotonin 5-ht3a receptor;A08AA02;NA;5.000000
fluphenazine;Serotonin 5-ht3a receptor;N05AB02;NA;5.181699
granisetron;Serotonin 5-ht3a receptor;A04AA02;antagonist;8.744839
granisetron;Serotonin 5-ht3a receptor;A04AA02;antagonist;8.418454
haloperidol;Serotonin 5-ht3a receptor;N05AD01;NA;5.039841
hyperici herba;Serotonin 5-ht3a receptor;N06AX25;NA;5.000000
ibuprofen;Serotonin 5-ht3a receptor;C01EB16. G02CC01. M01AE01. M02AA13. R02AX02;NA;5.000000
iloperidone;Serotonin 5-ht3a receptor;N05AX14;NA;5.000000
ketamine;Serotonin 5-ht3a receptor;N01AX03;agonist;5.000000
ketorolac;Serotonin 5-ht3a receptor;M01AB15. S01BC05;NA;5.000000
loxapine;Serotonin 5-ht3a receptor;N05AH01;NA;6.720623
meloxicam;Serotonin 5-ht3a receptor;M01AC06;NA;5.000000
melperone;Serotonin 5-ht3a receptor;N05AD03;NA;5.000000
memantine;Serotonin 5-ht3a receptor;N06DX01;antagonist;5.000000
mepyramine;Serotonin 5-ht3a receptor;D04AA02. R06AC01;NA;5.000000
methionine;Serotonin 5-ht3a receptor;V03AB26;NA;5.000000
methylphenidate;Serotonin 5-ht3a receptor;N06BA04;NA;5.000000
methysergide;Serotonin 5-ht3a receptor;N02CA04;NA;5.000000
metoclopramide;Serotonin 5-ht3a receptor;A03FA01;agonist;6.164040
metoclopramide;Serotonin 5-ht3a receptor;A03FA01;antagonist;6.220932
mitragynine;Serotonin 5-ht3a receptor;N02AX-a;NA;5.000000
naproxen;Serotonin 5-ht3a receptor;M01AE02. M02AA12. G02CC02;NA;5.000000
nimesulide;Serotonin 5-ht3a receptor;M01AX17. M02AA26;NA;5.000000
norepinephrine;Serotonin 5-ht3a receptor;C01CA03;NA;5.000000
olanzapine;Serotonin 5-ht3a receptor;N05AH03;antagonist;6.918579
ondansetron;Serotonin 5-ht3a receptor;A04AA01;antagonist;8.205737
ondansetron;Serotonin 5-ht3a receptor;A04AA01;antagonist;8.111647
palonosetron;Serotonin 5-ht3a receptor;A04AA05;antagonist;9.870274
parecoxib;Serotonin 5-ht3a receptor;M01AH04;NA;5.000000
perphenazine;Serotonin 5-ht3a receptor;N05AB03;NA;5.900000
pimozide;Serotonin 5-ht3a receptor;N05AG02;NA;5.530000
piroxicam;Serotonin 5-ht3a receptor;M01AC01. M02AA07. S01BC06;NA;5.000000
pramipexole;Serotonin 5-ht3a receptor;N04BC05;NA;5.000000
prazosin;Serotonin 5-ht3a receptor;C02CA01;NA;5.000000
prochlorperazine;Serotonin 5-ht3a receptor;N05AB04;NA;5.870000
propranolol;Serotonin 5-ht3a receptor;C07AA05;NA;5.195161
pseudoephedrine;Serotonin 5-ht3a receptor;R01BA02;NA;5.000000
psylocibine;Serotonin 5-ht3a receptor;N06BA-d;NA;5.000000
quetiapine;Serotonin 5-ht3a receptor;N05AH04;NA;5.324472
ramosetron;Serotonin 5-ht3a receptor;A04AA-a;antagonist;9.899495
ranitidine;Serotonin 5-ht3a receptor;A02BA02;NA;5.000000
remoxipride;Serotonin 5-ht3a receptor;N05AL04;NA;5.000000
risperidone;Serotonin 5-ht3a receptor;N05AX08;NA;5.039841
rofecoxib;Serotonin 5-ht3a receptor;M01AH02;NA;5.000000
serotonin;Serotonin 5-ht3a receptor;N06AB-a;agonist;5.988709
sertindole;Serotonin 5-ht3a receptor;N05AE03;NA;5.500000
sulpiride;Serotonin 5-ht3a receptor;N05AL01;NA;4.795832
thioridazine;Serotonin 5-ht3a receptor;N05AC02;NA;5.426785
tianeptine;Serotonin 5-ht3a receptor;N06AX14;NA;5.000000
tiotixene;Serotonin 5-ht3a receptor;N05AF04;NA;5.729893
trazodone;Serotonin 5-ht3a receptor;N06AX05;NA;5.000000
trifluoperazine;Serotonin 5-ht3a receptor;N05AB06;NA;5.920000
tropisetron;Serotonin 5-ht3a receptor;A04AA03;antagonist;8.648699
tubocurarine;Serotonin 5-ht3a receptor;M03AA02;antagonist;4.800000
valdecoxib;Serotonin 5-ht3a receptor;M01AH03;NA;5.000000
vortioxetine;Serotonin 5-ht3a receptor;N06AX26;antagonist;8.430000
yohimbine;Serotonin 5-ht3a receptor;G04BE04;NA;6.000000
ziprasidone;Serotonin 5-ht3a receptor;N05AE04;antagonist;5.267827
zotepine;Serotonin 5-ht3a receptor;N05AX11;NA;6.347991
cisapride;Serotonin 5-ht4 receptor;A03FA02;agonist;7.392917
mosapride;Serotonin 5-ht4 receptor;A03FA09;agonist;6.540642
prucalopride;Serotonin 5-ht4 receptor;A06AX05;agonist;7.851396
serotonin;Serotonin 5-ht4 receptor;N06AB-a;NA;6.697024
tegaserod;Serotonin 5-ht4 receptor;A06AX06;partial agonist;8.104814
tropisetron;Serotonin 5-ht4 receptor;A04AA03;antagonist;6.694029
vilazodone;Serotonin 5-ht4 receptor;N06AX24;agonist;6.600000
acetylsalicylic acid;Serotonin 5-ht5a receptor;A01AD05. B01AC06. N02BA01;NA;5.000000
amisulpride;Serotonin 5-ht5a receptor;N05AL05;NA;5.000000
aripiprazole;Serotonin 5-ht5a receptor;N05AX12;NA;5.906403
chlorpromazine;Serotonin 5-ht5a receptor;N05AA01;NA;6.928118
clozapine;Serotonin 5-ht5a receptor;N05AH02;antagonist;5.965935
cocaine;Serotonin 5-ht5a receptor;N01BC01. R02AD03. S01HA01. S02DA02;NA;5.000000
diclofenac;Serotonin 5-ht5a receptor;D11AX18. M01AB05. M02AA15. S01BC03;NA;5.000000
ephedrine;Serotonin 5-ht5a receptor;C01CA26. R01AA03. R01AB05. R03CA02. S01FB02;NA;5.000000
ergotamine;Serotonin 5-ht5a receptor;N02CA02;antagonist;8.342661
fenfluramine;Serotonin 5-ht5a receptor;A08AA02;NA;5.000000
fluphenazine;Serotonin 5-ht5a receptor;N05AB02;NA;6.838632
haloperidol;Serotonin 5-ht5a receptor;N05AD01;NA;5.648397
hyperici herba;Serotonin 5-ht5a receptor;N06AX25;NA;5.000000
ketamine;Serotonin 5-ht5a receptor;N01AX03;NA;5.000000
ketorolac;Serotonin 5-ht5a receptor;M01AB15. S01BC05;NA;5.000000
loxapine;Serotonin 5-ht5a receptor;N05AH01;NA;6.110138
meloxicam;Serotonin 5-ht5a receptor;M01AC06;NA;5.000000
methionine;Serotonin 5-ht5a receptor;V03AB26;NA;5.000000
methylphenidate;Serotonin 5-ht5a receptor;N06BA04;NA;5.000000
methysergide;Serotonin 5-ht5a receptor;N02CA04;antagonist;5.916080
mirtazapine;Serotonin 5-ht5a receptor;N06AX11;NA;6.173925
mitragynine;Serotonin 5-ht5a receptor;N02AX-a;NA;5.000000
naproxen;Serotonin 5-ht5a receptor;M01AE02. M02AA12. G02CC02;NA;5.000000
nimesulide;Serotonin 5-ht5a receptor;M01AX17. M02AA26;NA;5.000000
olanzapine;Serotonin 5-ht5a receptor;N05AH03;agonist;5.916497
ondansetron;Serotonin 5-ht5a receptor;A04AA01;NA;5.000000
piroxicam;Serotonin 5-ht5a receptor;M01AC01. M02AA07. S01BC06;NA;5.000000
pramipexole;Serotonin 5-ht5a receptor;N04BC05;NA;5.000000
propranolol;Serotonin 5-ht5a receptor;C07AA05;antagonist;5.100000
prucalopride;Serotonin 5-ht5a receptor;A06AX05;NA;5.000000
pseudoephedrine;Serotonin 5-ht5a receptor;R01BA02;NA;5.000000
quetiapine;Serotonin 5-ht5a receptor;N05AH04;NA;5.505845
risperidone;Serotonin 5-ht5a receptor;N05AX08;antagonist;6.621053
ropinirole;Serotonin 5-ht5a receptor;N04BC04;NA;5.000000
serotonin;Serotonin 5-ht5a receptor;N06AB-a;NA;6.899629
sumatriptan;Serotonin 5-ht5a receptor;N02CC01;agonist;5.300515
thioridazine;Serotonin 5-ht5a receptor;N05AC02;NA;6.438899
tianeptine;Serotonin 5-ht5a receptor;N06AX14;NA;5.000000
tiotixene;Serotonin 5-ht5a receptor;N05AF04;NA;6.442493
vortioxetine;Serotonin 5-ht5a receptor;N06AX26;antagonist;6.660000
yohimbine;Serotonin 5-ht5a receptor;G04BE04;antagonist;5.300000
ziprasidone;Serotonin 5-ht5a receptor;N05AE04;NA;6.536107
zotepine;Serotonin 5-ht5a receptor;N05AX11;NA;7.537602
acetylsalicylic acid;Serotonin 5-ht6 receptor;A01AD05. B01AC06. N02BA01;NA;5.000000
amisulpride;Serotonin 5-ht6 receptor;N05AL05;NA;5.381534
amitriptyline;Serotonin 5-ht6 receptor;N06AA09;antagonist;7.032444
amoxapine;Serotonin 5-ht6 receptor;N06AA17;antagonist;7.300515
aripiprazole;Serotonin 5-ht6 receptor;N05AX12;antagonist;6.404984
atomoxetine;Serotonin 5-ht6 receptor;N06BA09;NA;6.000000
bromocriptine;Serotonin 5-ht6 receptor;N04BC01. G02CB01;agonist;7.490737
celecoxib;Serotonin 5-ht6 receptor;L01XX33. M01AH01;NA;5.000000
chlorpromazine;Serotonin 5-ht6 receptor;N05AA01;antagonist;7.755756
chlorprothixene;Serotonin 5-ht6 receptor;N05AF03;NA;8.520000
clozapine;Serotonin 5-ht6 receptor;N05AH02;antagonist;7.970950
cocaine;Serotonin 5-ht6 receptor;N01BC01. R02AD03. S01HA01. S02DA02;NA;5.000000
cyproheptadine;Serotonin 5-ht6 receptor;R06AX02;antagonist;6.824136
diclofenac;Serotonin 5-ht6 receptor;D11AX18. M01AB05. M02AA15. S01BC03;NA;5.000000
dimethyltryptamine;Serotonin 5-ht6 receptor;N06BA-j;agonist;7.200000
duloxetine;Serotonin 5-ht6 receptor;N06AX21;antagonist;6.388883
ephedrine;Serotonin 5-ht6 receptor;C01CA26. R01AA03. R01AB05. R03CA02. S01FB02;NA;5.000000
ergotamine;Serotonin 5-ht6 receptor;N02CA02;agonist;8.105544
etoricoxib;Serotonin 5-ht6 receptor;M01AH05;NA;5.000000
fenfluramine;Serotonin 5-ht6 receptor;A08AA02;NA;5.020913
fluphenazine;Serotonin 5-ht6 receptor;N05AB02;antagonist;7.406740
haloperidol;Serotonin 5-ht6 receptor;N05AD01;NA;5.373926
hyperici herba;Serotonin 5-ht6 receptor;N06AX25;NA;5.000000
ibuprofen;Serotonin 5-ht6 receptor;C01EB16. G02CC01. M01AE01. M02AA13. R02AX02;NA;5.000000
iloperidone;Serotonin 5-ht6 receptor;N05AX14;antagonist;7.200002
ketamine;Serotonin 5-ht6 receptor;N01AX03;NA;5.000000
ketorolac;Serotonin 5-ht6 receptor;M01AB15. S01BC05;NA;5.000000
loxapine;Serotonin 5-ht6 receptor;N05AH01;antagonist;7.506237
lysergic acid diethylamide;Serotonin 5-ht6 receptor;N06BA-i;NA;8.640000
meloxicam;Serotonin 5-ht6 receptor;M01AC06;NA;5.000000
melperone;Serotonin 5-ht6 receptor;N05AD03;NA;5.900000
memantine;Serotonin 5-ht6 receptor;N06DX01;NA;5.000000
mesoridazine;Serotonin 5-ht6 receptor;N05AC03;NA;6.420108
methionine;Serotonin 5-ht6 receptor;V03AB26;NA;5.000000
methylphenidate;Serotonin 5-ht6 receptor;N06BA04;NA;5.000000
methysergide;Serotonin 5-ht6 receptor;N02CA04;antagonist;6.728842
mianserin;Serotonin 5-ht6 receptor;N06AX03;antagonist;7.135646
mitragynine;Serotonin 5-ht6 receptor;N02AX-a;NA;5.000000
molindone;Serotonin 5-ht6 receptor;N05AE02;NA;5.998269
naproxen;Serotonin 5-ht6 receptor;M01AE02. M02AA12. G02CC02;NA;5.000000
nimesulide;Serotonin 5-ht6 receptor;M01AX17. M02AA26;NA;5.000000
olanzapine;Serotonin 5-ht6 receptor;N05AH03;antagonist;7.992746
ondansetron;Serotonin 5-ht6 receptor;A04AA01;NA;5.000000
parecoxib;Serotonin 5-ht6 receptor;M01AH04;NA;5.000000
perphenazine;Serotonin 5-ht6 receptor;N05AB03;antagonist;7.427342
pimozide;Serotonin 5-ht6 receptor;N05AG02;NA;7.149371
piroxicam;Serotonin 5-ht6 receptor;M01AC01. M02AA07. S01BC06;NA;5.000000
pramipexole;Serotonin 5-ht6 receptor;N04BC05;NA;5.000000
prochlorperazine;Serotonin 5-ht6 receptor;N05AB04;NA;6.830000
prucalopride;Serotonin 5-ht6 receptor;A06AX05;NA;5.000000
pseudoephedrine;Serotonin 5-ht6 receptor;R01BA02;NA;5.000000
psylocibine;Serotonin 5-ht6 receptor;N06BA-d;NA;6.383524
quetiapine;Serotonin 5-ht6 receptor;N05AH04;NA;5.931787
remoxipride;Serotonin 5-ht6 receptor;N05AL04;NA;5.300000
risperidone;Serotonin 5-ht6 receptor;N05AX08;antagonist;5.671783
rofecoxib;Serotonin 5-ht6 receptor;M01AH02;NA;5.000000
ropinirole;Serotonin 5-ht6 receptor;N04BC04;NA;5.000000
serotonin;Serotonin 5-ht6 receptor;N06AB-a;NA;7.104431
sertindole;Serotonin 5-ht6 receptor;N05AE03;antagonist;8.268803
sulpiride;Serotonin 5-ht6 receptor;N05AL01;NA;5.300000
sumatriptan;Serotonin 5-ht6 receptor;N02CC01;antagonist;5.439924
thioridazine;Serotonin 5-ht6 receptor;N05AC02;antagonist;7.221217
tianeptine;Serotonin 5-ht6 receptor;N06AX14;NA;5.000000
tiotixene;Serotonin 5-ht6 receptor;N05AF04;NA;6.599326
trazodone;Serotonin 5-ht6 receptor;N06AX05;NA;5.000000
trifluoperazine;Serotonin 5-ht6 receptor;N05AB06;NA;6.844187
valdecoxib;Serotonin 5-ht6 receptor;M01AH03;NA;5.000000
venlafaxine;Serotonin 5-ht6 receptor;N06AX16;NA;5.554085
vortioxetine;Serotonin 5-ht6 receptor;N06AX26;antagonist;6.480000
ziprasidone;Serotonin 5-ht6 receptor;N05AE04;antagonist;7.262052
zotepine;Serotonin 5-ht6 receptor;N05AX11;antagonist;8.433237
